Admission grade,Age at enrollment,Application Mode,Application order,Course,Curricular units 1st sem (approved),Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Daytime/evening attendance,Debtor,Displaced,Educational special needs,Father's occupation,Father's qualification,Sum of GDP,Gender,Inflation rate,International,Marital status,Mother's occupation,Mother's qualification,Nationality Desc,Previous qualification,Previous qualification (grade),Scholarship holder,Target,Tuition fees up to date,Unemployment rate
121.7,45,Over 23 years old,1,Management (evening attendance),0,0,5,5,0,0,0,0,5,5,0,0,Evening,No,Yes,No,Other Situation,Basic Education 2nd Cycle (6th/7th/8th Year) or Equivalent,0.32,Male,2.6,No,Married,Other Situation,Basic Education 2nd Cycle (6th/7th/8th Year) or Equivalent,Portuguese,Basic education 3rd cycle (9th/10th/11th year) or equiv.,133.1,No,Dropout,Yes,7.6
110.7,50,Over 23 years old,1,Management (evening attendance),0,0,5,0,0,0,0,0,5,0,0,0,Evening,No,Yes,No,Other Situation,Unknown,0.32,Female,2.6,No,Married,Other Situation,Basic education 1st cycle (4th/5th year) or equivalent,Portuguese,Other - 11th year of schooling,133.1,No,Dropout,Yes,7.6
111.7,28,Over 23 years old,1,Management (evening attendance),0,0,5,10,0,0,0,0,5,5,0,0,Evening,No,Yes,No,Other Situation,Unknown,0.32,Female,2.6,No,Married,Other Situation,Unknown,Portuguese,Secondary education,147,No,Dropout,Yes,7.6
118.1,39,Over 23 years old,1,Management (evening attendance),0,0,5,9,0,0,2,0,5,5,12.5,0,Evening,No,Yes,No,Other Situation,Unknown,0.32,Female,2.6,No,Single,Other Situation,Basic education 1st cycle (4th/5th year) or equivalent,Portuguese,12th year of schooling - not completed,133.1,No,Dropout,Yes,7.6
111.9,41,Over 23 years old,1,Management (evening attendance),0,0,5,5,0,0,0,0,5,5,0,0,Evening,No,Yes,No,"Personal Services, Security and Safety Workers and Sellers",Basic education 1st cycle (4th/5th year) or equivalent,0.32,Male,2.6,No,Married,"Personal Services, Security and Safety Workers and Sellers",Basic education 1st cycle (4th/5th year) or equivalent,Portuguese,Basic education 3rd cycle (9th/10th/11th year) or equiv.,133.1,No,Dropout,Yes,7.6
96,38,Over 23 years old,1,Management (evening attendance),0,0,5,5,0,0,0,0,5,5,0,0,Evening,No,Yes,No,"Personal Services, Security and Safety Workers and Sellers",Secondary Education - 12th Year of Schooling or Equivalent,3.51,Male,1.4,No,Single,"Personal Services, Security and Safety Workers and Sellers",Secondary Education - 12th Year of Schooling or Equivalent,Portuguese,Secondary education,120,No,Dropout,No,8.9
155.7,35,Over 23 years old,1,Management (evening attendance),0,0,1,1,0,1,0,0,5,0,0,0,Evening,No,Yes,No,Specialists in Intellectual and Scientific Activities,Higher Education - Degree,1.74,Male,1.4,No,Single,Specialists in Intellectual and Scientific Activities,Higher Education - Degree,Portuguese,Higher education - bachelor's degree,140,No,Dropout,Yes,10.8
114.6,46,Over 23 years old,1,Management (evening attendance),0,0,5,5,0,0,0,0,5,5,0,0,Evening,No,Yes,No,Student,Unknown,0.32,Female,2.6,No,Married,Student,Unknown,Portuguese,Secondary education,110,No,Dropout,Yes,7.6
134.1,49,Over 23 years old,1,Management (evening attendance),0,0,5,5,0,0,0,0,5,5,0,0,Evening,No,Yes,No,Student,Unknown,0.32,Male,2.6,No,Married,Student,Unknown,Portuguese,Secondary education,135,No,Dropout,No,7.6
120.5,30,Over 23 years old,1,Management (evening attendance),2,0,5,5,11,0,0,0,5,5,0,0,Evening,No,Yes,No,Student,Unknown,0.32,Male,2.6,No,Single,Student,Unknown,Portuguese,Secondary education,120,No,Dropout,Yes,7.6
133.8,52,Over 23 years old,1,Management (evening attendance),5,0,5,5,13.6,0,5,0,5,5,14.2,0,Evening,No,Yes,No,Unskilled Workers,Basic education 1st cycle (4th/5th year) or equivalent,0.32,Male,2.6,No,Married,Unskilled Workers,Basic education 1st cycle (4th/5th year) or equivalent,Portuguese,Other - 11th year of schooling,133.1,No,Graduate,Yes,7.6
498.5,155,Over 23 years old,5,Management (evening attendance),5,0,19,25,22.25,0,4,0,20,18,24,1,Evening,No,Yes,No,Unskilled Workers,Basic education 1st cycle (4th/5th year) or equivalent,-4.18,Male,8.1,No,Married,Unskilled Workers,Basic education 1st cycle (4th/5th year) or equivalent,Portuguese,Secondary education,450,No,Dropout,Yes,37.3
120,25,Over 23 years old,1,Management (evening attendance),0,0,5,5,0,0,0,0,5,5,0,0,Evening,No,Yes,No,Unskilled Workers,Basic education 1st cycle (4th/5th year) or equivalent,-3.12,Male,-0.8,No,Single,Unskilled Workers,Basic education 1st cycle (4th/5th year) or equivalent,Portuguese,Secondary education,120,No,Dropout,No,9.4
120.2,30,Over 23 years old,1,Management (evening attendance),5,0,5,7,11,0,5,0,5,5,11.6,0,Evening,No,Yes,No,Unskilled Workers,Basic education 1st cycle (4th/5th year) or equivalent,0.32,Male,2.6,No,Single,Unskilled Workers,Basic education 1st cycle (4th/5th year) or equivalent,Portuguese,Secondary education,130,No,Graduate,Yes,7.6
115,27,Over 23 years old,1,Management (evening attendance),1,0,5,9,10,0,0,0,5,5,0,0,Evening,No,Yes,No,Unskilled Workers,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,-1.7,Male,3.7,No,Single,Unskilled Workers,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Portuguese,Secondary education,120,No,Dropout,Yes,12.7
142.7,34,Over 23 years old,1,Management (evening attendance),5,0,5,11,14.71428571,0,5,0,5,14,14.375,5,Evening,Yes,No,No,Armed Forces Professions,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,-0.92,Male,0.3,No,Single,Unskilled Workers,Basic Education 2nd Cycle (6th/7th/8th Year) or Equivalent,Portuguese,Basic education 3rd cycle (9th/10th/11th year) or equiv.,133.1,Yes,Graduate,Yes,16.2
111.9,36,Over 23 years old,1,Management (evening attendance),0,0,5,5,0,0,0,0,5,5,0,0,Evening,Yes,No,No,Farmers and Skilled Agriculture/Fisheries/Forestry Workers,Basic education 1st cycle (4th/5th year) or equivalent,-1.7,Female,3.7,No,Single,Farmers and Skilled Agriculture/Fisheries/Forestry Workers,Basic education 1st cycle (4th/5th year) or equivalent,Portuguese,Secondary education,130,No,Dropout,Yes,12.7
105.3,28,Over 23 years old,1,Management (evening attendance),2,0,5,14,10.5,0,0,0,5,6,0,0,Evening,Yes,No,No,Farmers and Skilled Agriculture/Fisheries/Forestry Workers,Basic education 1st cycle (4th/5th year) or equivalent,1.79,Female,0.5,No,Single,Unskilled Workers,Basic education 1st cycle (4th/5th year) or equivalent,Portuguese,Basic education 3rd cycle (9th/10th/11th year) or equiv.,133.1,No,Dropout,Yes,12.4
132,25,Over 23 years old,1,Management (evening attendance),4,0,5,8,11,0,4,0,5,7,12,0,Evening,Yes,No,No,Farmers and Skilled Agriculture/Fisheries/Forestry Workers,Basic education 1st cycle (4th/5th year) or equivalent,0.32,Male,2.6,No,Married,Unskilled Workers,Basic education 1st cycle (4th/5th year) or equivalent,Portuguese,Secondary education,162,No,Enrolled,Yes,7.6
153.5,31,Over 23 years old,1,Management (evening attendance),0,0,5,9,0,0,0,0,5,6,0,0,Evening,Yes,No,No,Farmers and Skilled Agriculture/Fisheries/Forestry Workers,Basic education 1st cycle (4th/5th year) or equivalent,1.79,Male,0.5,No,Single,Unskilled Workers,Basic education 1st cycle (4th/5th year) or equivalent,Portuguese,Secondary education,100,No,Dropout,No,12.4
140,37,Over 23 years old,1,Management (evening attendance),4,0,5,10,10.75,0,3,0,5,12,13.33333333,0,Evening,Yes,No,No,Intermediate Level Technicians and Professions,Basic education 1st cycle (4th/5th year) or equivalent,-3.12,Male,-0.8,No,Married,Farmers and Skilled Agriculture/Fisheries/Forestry Workers,Basic education 1st cycle (4th/5th year) or equivalent,Portuguese,Secondary education,133.1,No,Dropout,Yes,9.4
121.7,31,Over 23 years old,1,Management (evening attendance),0,0,5,7,0,0,0,0,5,7,0,0,Evening,Yes,No,No,Intermediate Level Technicians and Professions,Technological specialization course,-0.92,Female,0.3,No,Married,"Personal Services, Security and Safety Workers and Sellers",Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Portuguese,Basic education 3rd cycle (9th/10th/11th year) or equiv.,133.1,No,Dropout,No,16.2
130,25,Over 23 years old,1,Management (evening attendance),4,0,5,10,11.25,0,4,0,5,9,12,0,Evening,Yes,No,No,"Personal Services, Security and Safety Workers and Sellers",Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,-1.7,Female,3.7,No,Single,Unskilled Workers,Basic Education 2nd Cycle (6th/7th/8th Year) or Equivalent,Portuguese,Secondary education,140,No,Enrolled,Yes,12.7
114.8,50,Over 23 years old,1,Management (evening attendance),5,0,5,10,11.85714286,0,5,0,5,17,11.5,5,Evening,Yes,No,No,"Skilled Workers in Industry, Construction and Craftsmen",Basic education 1st cycle (4th/5th year) or equivalent,-0.92,Male,0.3,No,Married,Unskilled Workers,Basic education 1st cycle (4th/5th year) or equivalent,Portuguese,Basic education 3rd cycle (9th/10th/11th year) or equiv.,133.1,No,Graduate,Yes,16.2
135.8,29,Over 23 years old,1,Management (evening attendance),3,1,5,9,11,0,2,0,5,11,13.5,0,Evening,Yes,No,No,Specialists in Intellectual and Scientific Activities,Higher Education - Doctorate,-1.7,Male,3.7,No,Single,Specialists in Intellectual and Scientific Activities,Higher Education - Degree,Portuguese,Secondary education,150,No,Dropout,Yes,12.7
137.2,32,Over 23 years old,1,Management (evening attendance),0,0,5,5,0,0,0,0,5,6,0,0,Evening,Yes,No,No,Unskilled Workers,Basic education 1st cycle (4th/5th year) or equivalent,1.74,Female,1.4,No,Married,"Skilled Workers in Industry, Construction and Craftsmen",Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Portuguese,Basic education 3rd cycle (9th/10th/11th year) or equiv.,133.1,No,Dropout,No,10.8
132.8,45,Over 23 years old,1,Management (evening attendance),0,0,5,9,0,0,0,0,5,11,0,0,Evening,Yes,No,No,Unskilled Workers,Basic education 1st cycle (4th/5th year) or equivalent,1.79,Male,0.5,No,Married,Unskilled Workers,Basic education 1st cycle (4th/5th year) or equivalent,Portuguese,Secondary education,133.1,No,Dropout,No,12.4
141.4,29,Over 23 years old,1,Management (evening attendance),4,0,5,7,11.25,0,4,0,5,8,11.8,0,Evening,Yes,No,No,Unskilled Workers,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,1.74,Male,1.4,No,Married,Unskilled Workers,Basic education 1st cycle (4th/5th year) or equivalent,Portuguese,Secondary education,121,No,Dropout,No,10.8
150,35,Over 23 years old,1,Management (evening attendance),5,0,5,6,10.8,0,5,0,5,7,12,2,Evening,Yes,No,No,Unskilled Workers,Other - 11th Year of Schooling,-3.12,Male,-0.8,No,Married,Unskilled Workers,Basic education 1st cycle (4th/5th year) or equivalent,Portuguese,Secondary education,140,No,Dropout,Yes,9.4
155.5,39,Over 23 years old,1,Management (evening attendance),5,0,5,6,10.6,0,5,0,5,7,14.66666667,0,Evening,Yes,Yes,No,"Personal Services, Security and Safety Workers and Sellers",Basic education 1st cycle (4th/5th year) or equivalent,1.74,Male,1.4,No,Single,"Skilled Workers in Industry, Construction and Craftsmen",Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Portuguese,Basic education 3rd cycle (9th/10th/11th year) or equiv.,133.1,No,Dropout,No,10.8
139.2,33,Over 23 years old,1,Management (evening attendance),2,0,5,11,12.5,0,2,0,5,9,11.5,1,Evening,Yes,Yes,No,"Personal Services, Security and Safety Workers and Sellers",Basic education 1st cycle (4th/5th year) or equivalent,-1.7,Male,3.7,No,Single,Unskilled Workers,Basic education 1st cycle (4th/5th year) or equivalent,Portuguese,Secondary education,133,No,Dropout,Yes,12.7
120,25,Over 23 years old,1,Nursing,8,0,8,8,13.3675,0,8,0,8,8,13.3675,0,Daytime,No,No,No,Administrative staff,Basic education 1st cycle (4th/5th year) or equivalent,-3.12,Female,-0.8,No,Single,Unskilled Workers,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Portuguese,Basic education 3rd cycle (9th/10th/11th year) or equiv.,133.1,Yes,Graduate,Yes,9.4
127.3,26,Over 23 years old,1,Nursing,7,0,8,8,13.07571429,0,7,0,8,8,13.07571429,0,Daytime,No,No,No,Administrative staff,Basic education 1st cycle (4th/5th year) or equivalent,1.74,Male,1.4,No,Married,Unskilled Workers,Basic education 1st cycle (4th/5th year) or equivalent,Portuguese,Secondary education,140,No,Graduate,Yes,10.8
130,33,Over 23 years old,1,Nursing,1,0,8,16,10,1,1,0,8,16,10,1,Daytime,No,No,No,Administrative staff,Basic Education 2nd Cycle (6th/7th/8th Year) or Equivalent,-1.7,Male,3.7,No,Married,Administrative staff,Basic education 1st cycle (4th/5th year) or equivalent,Portuguese,Secondary education,100,Yes,Enrolled,Yes,12.7
100,33,Over 23 years old,1,Nursing,5,0,7,7,13.06,0,0,0,7,9,0,0,Daytime,No,No,No,Administrative staff,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,-0.92,Male,0.3,No,Married,Administrative staff,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Portuguese,Basic education 3rd cycle (9th/10th/11th year) or equiv.,133.1,No,Enrolled,Yes,16.2
120,35,Over 23 years old,1,Nursing,8,0,8,9,13.63,1,8,0,8,9,13.63,1,Daytime,No,No,No,Administrative staff,Secondary Education - 12th Year of Schooling or Equivalent,-3.12,Female,-0.8,No,Divorced,Unskilled Workers,Basic Education 2nd Cycle (6th/7th/8th Year) or Equivalent,Portuguese,Basic education 3rd cycle (9th/10th/11th year) or equiv.,133.1,Yes,Graduate,Yes,9.4
184,28,Over 23 years old,1,Nursing,7,0,7,9,17.00555556,0,8,1,8,9,16.58222222,0,Daytime,No,No,No,Armed Forces Professions,Basic education 1st cycle (4th/5th year) or equivalent,-4.06,Female,2.8,No,Single,Specialists in Intellectual and Scientific Activities,Higher Education - Degree,Portuguese,Higher education - degree,133.8,No,Graduate,Yes,15.5
120,37,Over 23 years old,1,Nursing,2,0,7,9,10.75,0,0,0,7,9,0,0,Daytime,No,No,No,Armed Forces Professions,Basic Education 2nd Cycle (6th/7th/8th Year) or Equivalent,-0.92,Female,0.3,No,Married,Specialists in Intellectual and Scientific Activities,Basic Education 2nd Cycle (6th/7th/8th Year) or Equivalent,Portuguese,Basic education 3rd cycle (9th/10th/11th year) or equiv.,133.1,No,Dropout,Yes,16.2
100.8,24,Over 23 years old,1,Nursing,0,0,7,18,0,0,0,0,7,7,0,0,Daytime,No,No,No,Armed Forces Professions,Secondary Education - 12th Year of Schooling or Equivalent,0.79,Male,-0.3,No,Single,Administrative staff,Secondary Education - 12th Year of Schooling or Equivalent,Portuguese,Secondary education,133.1,No,Dropout,Yes,13.9
120,32,Over 23 years old,1,Nursing,7,0,8,9,12.75714286,0,7,0,8,9,12.75714286,0,Daytime,No,No,No,Farmers and Skilled Agriculture/Fisheries/Forestry Workers,Basic education 1st cycle (4th/5th year) or equivalent,-1.7,Female,3.7,No,Married,Farmers and Skilled Agriculture/Fisheries/Forestry Workers,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Portuguese,Secondary education,133.1,Yes,Graduate,Yes,12.7
114.3,41,Over 23 years old,1,Nursing,0,0,7,0,0,0,0,0,8,0,0,0,Daytime,No,No,No,Farmers and Skilled Agriculture/Fisheries/Forestry Workers,Basic education 1st cycle (4th/5th year) or equivalent,1.74,Female,1.4,No,Married,Unskilled Workers,Basic education 1st cycle (4th/5th year) or equivalent,Portuguese,Secondary education,110,No,Dropout,Yes,10.8
120,39,Over 23 years old,1,Nursing,3,0,7,14,11.5,0,2,0,7,9,10.5,0,Daytime,No,No,No,Farmers and Skilled Agriculture/Fisheries/Forestry Workers,Basic education 1st cycle (4th/5th year) or equivalent,-0.92,Female,0.3,No,Single,Unskilled Workers,Basic education 1st cycle (4th/5th year) or equivalent,Portuguese,Basic education 3rd cycle (9th/10th/11th year) or equiv.,133.1,Yes,Dropout,No,16.2
135.5,32,Over 23 years old,1,Nursing,0,0,7,0,0,0,0,0,8,0,0,0,Daytime,No,No,No,Farmers and Skilled Agriculture/Fisheries/Forestry Workers,Basic education 1st cycle (4th/5th year) or equivalent,0.79,Female,-0.3,No,Single,Unskilled Workers,Basic education 1st cycle (4th/5th year) or equivalent,Portuguese,Secondary education,140,No,Dropout,Yes,13.9
132.8,35,Over 23 years old,1,Nursing,4,0,7,10,12.6,0,5,0,7,9,12.38,0,Daytime,No,No,No,Farmers and Skilled Agriculture/Fisheries/Forestry Workers,Basic education 1st cycle (4th/5th year) or equivalent,1.79,Male,0.5,No,Single,Unskilled Workers,Basic education 1st cycle (4th/5th year) or equivalent,Portuguese,Secondary education,140,No,Dropout,Yes,12.4
126,32,Over 23 years old,1,Nursing,7,0,7,7,13.62857143,0,8,0,8,8,13.9125,0,Daytime,No,No,No,Farmers and Skilled Agriculture/Fisheries/Forestry Workers,Secondary Education - 12th Year of Schooling or Equivalent,0.79,Male,-0.3,No,Married,Administrative staff,Secondary Education - 12th Year of Schooling or Equivalent,Portuguese,Higher education - degree,130,No,Graduate,Yes,13.9
108.5,36,Over 23 years old,1,Nursing,0,0,7,18,0,0,0,0,7,7,0,0,Daytime,No,No,No,Installation and Machine Operators and Assembly Workers,Basic education 1st cycle (4th/5th year) or equivalent,0.79,Male,-0.3,No,Single,Unskilled Workers,Basic education 1st cycle (4th/5th year) or equivalent,Portuguese,Secondary education,120,No,Dropout,Yes,13.9
118.9,30,Over 23 years old,1,Nursing,0,0,7,0,0,0,0,0,8,0,0,0,Daytime,No,No,No,Installation and Machine Operators and Assembly Workers,Basic Education 2nd Cycle (6th/7th/8th Year) or Equivalent,0.79,Female,-0.3,No,Married,Unskilled Workers,Basic education 1st cycle (4th/5th year) or equivalent,Portuguese,Secondary education,133.1,No,Dropout,Yes,13.9
170,36,Over 23 years old,1,Nursing,6,0,7,9,12.78333333,0,0,0,8,11,0,0,Daytime,No,No,No,Installation and Machine Operators and Assembly Workers,Basic Education 2nd Cycle (6th/7th/8th Year) or Equivalent,-0.92,Male,0.3,No,Married,"Skilled Workers in Industry, Construction and Craftsmen",Basic Education 2nd Cycle (6th/7th/8th Year) or Equivalent,Portuguese,Basic education 3rd cycle (9th/10th/11th year) or equiv.,133.1,No,Dropout,Yes,16.2
122,24,Over 23 years old,1,Nursing,7,0,8,8,12.41285714,0,7,0,8,8,12.41285714,0,Daytime,No,No,No,Installation and Machine Operators and Assembly Workers,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,1.74,Female,1.4,No,Single,Administrative staff,Secondary Education - 12th Year of Schooling or Equivalent,Portuguese,Secondary education,100,No,Graduate,Yes,10.8
105.8,26,Over 23 years old,1,Nursing,3,0,7,12,13.76666667,0,3,0,7,11,12.06666667,0,Daytime,No,No,No,Installation and Machine Operators and Assembly Workers,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,0.79,Female,-0.3,No,Single,Unskilled Workers,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Portuguese,Secondary education,130,No,Dropout,Yes,13.9
135.8,24,Over 23 years old,1,Nursing,7,0,8,8,12.40142857,0,7,0,8,8,12.40142857,0,Daytime,No,No,No,Installation and Machine Operators and Assembly Workers,Secondary Education - 12th Year of Schooling or Equivalent,1.74,Female,1.4,No,Single,Administrative staff,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Portuguese,Higher education - degree,122,No,Graduate,Yes,10.8
146.6,37,Over 23 years old,1,Nursing,7,0,7,8,12.82857143,0,8,0,8,8,12.6875,0,Daytime,No,No,No,Intermediate Level Technicians and Professions,Basic education 1st cycle (4th/5th year) or equivalent,0.79,Male,-0.3,No,Married,Unskilled Workers,Basic education 1st cycle (4th/5th year) or equivalent,Portuguese,Basic education 2nd cycle (6th/7th/8th year) or equiv.,133.1,No,Graduate,Yes,13.9
